Titre,URL,Note,Pseudo,Avis
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,20/20,Aurelimus,"Mesdames et Messieurs, permettez-moi de vous transporter dans l'univers captivant de Parworld, un jeu vidéo qui a indéniablement émergé comme l'un des meilleurs de l'année 2024. Ce titre exceptionnel, développé par une petite entreprise audacieuse, a su conquérir les cœurs et les esprits des joueurs du monde entier, rivalisant même avec des géants de l'industrie, y compris le phénomène Pokémon qui règne depuis plusieurs décennies avec une valeur économique astronomique en milliards d'euros.Ce qui distingue Parworld et le place au sommet de l'échelle des jeux vidéo de 2024, c'est avant tout son innovation audacieuse. L'équipe de développeurs visionnaires a réussi à repousser les limites de l'expérience de jeu, offrant aux joueurs une aventure immersive qui transcende les attentes conventionnelles. Chaque détail de Parworld a été méticuleusement conçu pour créer un univers virtuel d'une richesse exceptionnelle, alliant des graphismes à couper le souffle, une narration captivante et une jouabilité fluide.L'une des grandes forces de Parworld réside dans son pouvoir d'immersion. Les joueurs sont transportés dans un monde fantastique où la frontière entre la réalité et la fiction devient floue. Les paysages époustouflants, la diversité des créatures et la profondeur des personnages font de chaque session de jeu une expérience inoubliable. La technologie de réalité virtuelle mise en œuvre par l'équipe de développement donne vie à Parworld de manière que peu de jeux ont réussi à réaliser.Mais Parworld ne se contente pas d'être une expérience visuelle exceptionnelle. Son succès repose également sur une histoire captivante qui prend vie grâce à des personnages complexes et des rebondissements inattendus. L'équipe de scénaristes a su tisser une trame narrative profonde, explorant des thèmes universels tout en offrant aux joueurs la liberté de forger leur propre destinée dans cet univers virtuel riche en possibilités.Un autre aspect fondamental de l'attrait de Parworld réside dans la manière dont il a réussi à concurrencer la puissance économique de l'industrie Pokémon. Alors que cette dernière continue de dominer le marché depuis des années, Parworld a su se frayer un chemin avec brio, prouvant que la créativité et l'innovation peuvent rivaliser avec les titans établis. La petite entreprise derrière Parworld a démontré que la passion et le dévouement peuvent transcender les limites financières, offrant ainsi une alternative séduisante aux joueurs du monde entier.En conclusion, Parworld s'est érigé en tant que phénomène vidéoludique de l'année 2024 en alliant innovation, immersion, et une compétence narrative exceptionnelle. Le jeu a su défier les attentes, rivaliser avec les géants de l'industrie et capturer l'imagination des joueurs de toutes générations. À travers Parworld, une petite entreprise a prouvé que l'industrie du jeu vidéo peut être façonnée par la créativité, la passion et la détermination, défiant ainsi les conventions établies pour offrir une expérience qui restera gravée dans les annales du monde vidéoludique."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,20/20,Ceyna,"Tout ce dont on a toujours rêvé pour Pokémon et plus encore. Le jeu est beau, massif, interactif, fun, varié. On y trouve un petit aspect survie, du vrai base-building et même un côté gestion. Et puis les combats sont jouissifs, les Pals ont tous une utilité, que ce soit pour travailler sur le camp ou servir de monture. C'est génial"
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,20/20,Lyferent,"Honnêtement je m'attendais à un pokémon be-like. Et c'est ce que c'est. Un pokémon avec des flingues, de l'automatisation, de la gestion, des combats stressants et une découverte de map genialissime ! Dès qu'on fait qqchose sur le jeu, c'est agréable. Alors bien sûr il y a du farm, ce qui peut déplaire à certains joueurs. Mais honnêtement j'ai l'impression de jouer à ARK en mieux. C'est beau, c'est plutôt bien opti, les bugs ne sont pas ignobles. C'est un jeu sacrément bien foutu qui pour le prix devient phénoménal. Je recommande à 100% !"
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,20/20,Seiiken,"Bien que se soit un accès anticipé, le jeu est vraiment génial. En espérant que le jeu puisse sortir sur PlayStation, et que tout les supports puissent jouer ensemble.Le jeu est excellent <3"
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,20/20,Gamer17880,"Masterclass ce jeu,ça faisait longtemps que j’avais pas kiffer un jeu comme ça,j’y passe des heures et des heures avec mes potes et on s’en lasse pas ce jeu va durer dans le temps j’en suis sûr"
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,20/20,lebairo371,"C'est du plagiat a 100 % mais c'est assumé, il est fais pour devenir le pokemon officiel, l'autre ne vaut plus rien laissez tomber et jouez a palworld qui est le pokemon qui aurais du étre."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,19/20,thomas_game,"L'année 2024 commence bien avec Palworld. Je vais vous donnez mon avis  : Le jeu est super, quand on commence le jeu, c'est un peux chiant, mais une fois plonger dans l'aventure, tu deviens accro. C'est a la fois un mélange de jeu du survie / gestion / jeu Pokémon, et tu as le choix de faire ce que tu veux, tu veux créez une méga forteresse ? Tu peux ! Tu veux juste essayer de survivre ? Tu peux ! Le jeu n'est pas très beau graphiquement mais ca ne gâche pas l'expérience de jeu, il y a beaucoup de  choses a apprendre, pour pouvoir débloquer certains craft, tu dois monter de niveau. Et pour gagner des niveaux, tu dois capturer des Pals / améliorer ton camp (ta base principale) / craft des armes ..., le jeu est très complexe ! Il y a également beaucoup de Pals, a l'heure actuelle il y en a 110 (j'ai publié cet avis pendant l'accès anticipé). Et chaque Pals a ses propres compétences et attaque, par exemple certains Pals arroseront tes plantes et d'autres iront miner des pierres. La map est immense donc il y a énormément des choses a découvrir. Ce qui est bien dans ce jeu c'est que tes Pals travaillent a ta place dans ton camp, ils vont minez de la pierre pour toi, il peuvent crafter des objets pour toi, ils peuvent planter / arroser tes plantes pour toi. Bref dans ce jeu tu ne t'ennuie jamais. Points Positifs    :- Beaucoup de choses a faire- Beaucoup de Pals- Jeu très complet- Map immensePoinss négatifs    (je ne les ait pas sités dans mon avis d'au dessus) :- Jeu non cross palt (xbox / pc)- Quelques bugs- Jeu dificiel a prendre en main.Voila je vous recommande ce jeu !"
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,19/20,dimteam14,"Enfin un Pokémon like de qualité , un jeu qu'on attend pas forcément mais qui tombe à pic  , grande qualité , le jeux a la pokemon qu'on a toujours rêvé ! Beaucoup de chose a faire donjon , raid challenger, capture de pal , construction de base ( avec la gestion des pal dans la base , coupé du bois , cassé de la roche etc... ) Exploration bref beaucoup d'autre chose plutot remplie pour un early access en plus gratuit sur le gamepass que du bonheur."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,19/20,switchotcool,Un très bon jeux de survie avec une touche de capture de monstre et de gestion de base qui permet au jeux de devenir plus unique. C'est pour cela que ce jeux n'est pas simplement un pokémon avec des fusils mais un très bon jeux qui à un succès mérité.
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,19/20,LK-Roy,Je suis très optimiste à voir un jeu comme ça arriver sur nos plateformes ! (enfin une vrai concurrence à Pokémon qui domine le marché depuis des années)Bien sûr le jeu n’est pas parfait! Il y a encore beaucoup d’améliorations à faire… si les développeurs écoutent bien les joueurs! Il y a moyen de faire un super jeu ☺️Hâte de voir la suite 🦖
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,19/20,kayzorx,Franchement le jeux et énorme j’ai jouer a pas mal de jeux de survie et j’avais passer de nombreuse heures sur ark mais palworld le dépasse largement ! La il et plus question de farme des ressource pendant des heurs pour avancé sais t’ai pals qui gère tout pour toi ! Il te rest donc plus qu’as profité ! construire ta base explorer l’open world qui et enorme. Avec pas mal de biome neige desert foret plage volcan montagne grotte etc ! Très complet des sa sortie monture aquatique volante contruction aux top arme armure et gun sont aux top on a même une paravoile et un grapin pour l’exploration !Bref je m’amuse pluss sur palworld que tout les jeux sortie sais dernière année y comprit zelda pokémon and co qui se repose sur leur lorrier 😨
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,18/20,kirua15,"Honnêtement au début je pensais que ce jeux n'allait pas me plaire de part son aspect survival mais vraiment après quelques heures de jeux je peux vous dire que Palworld est un goty dans son domaine. Vraiment l'ambiance est très cool, les pal sont des créatures bien faites. Je mets un bon 18, les 2 points manquants c'est parce que je trouve que la personnalisation du perso (au début de la création) est très limités."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=1,18/20,-Maiden666-,"Une belle surprise pour cet EA, de beau graphisme, et une jolie fluidité, assez rare de nos jour. Un pokémon like a la sauce ARK et aux doux paramettrage d'un conan exile. Et dire que nous sommes qu'au debut du jeu...."
Palworld,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,18/20,AadoSett,Vraiment sympa ce pokemon ark zelda elden ring simulateur d'usine likeMais j'espère juste qu'il y aura un peu plus de contenu lors des prochaines mises à jour....
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,17/20,worksax,"Je note l'accès anticipé, qui malgré les bugs reste un très bon jeu de farm et de survie, c'est un curieux mélange entre pokémon,ARK survival et genshin Impact.Je l'ai sur Steam vu que mes amis l'ont prit dessus et que le cross play Steam,Gamepass n'est pas encore possible.Je n'ai pas beaucoup de choses à redire de négatif.Jeu très complet, beau et très fluide.Pour ceux qui ont une config a peut prêt similaire : 120 FPS lock en full ultra 1440p avec le DLSS en mode qualité sur une rtx 4070,r7 5800x j'appelle ça une très belle optimisation. Le contenu est très bon, j'en suis à environ 20 heures et je n'ai pas fait 1/4 des donjons et boss.Pour les polémiques en rapport à Pokémon, ça fait au moins 20 ans que j'attends un Pokémon dans ce style, qu'ils nous pondent le même jeu en boucle sans innovation, j'espère que ce jeu va leurs donner des idées et les réveiller un peu mais j'en doute fortement.Bref un bon 17/20, et même si c'est un accès anticipé, vous pouvez foncer si vous aimez les jeux de farm et de collection !"
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,17/20,Justepourforums,"Cela faisait un moment que je ne m'étais pas autant amusé sur un jeu. Il y a du craft, de la survie, des combats, une sensation de progression, de la capture, de l'optimisation pour avoir une bonne composition avec un côté gestion dans la base. Beaucoup de chose à faire dans le jeu et il est facile à prendre en main!"
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,17/20,Tupydon,"Bon, ce n'est pas mon genre de jeu à la base, à force d'en entendre parler, je me suis dit je vais tester.Au début, bof je me dis.Maintenant, et bien je farm, je construis, je capture, j'explore, bref je suis pris.Il va falloir que je trouve un moyen d'arrêter sinon je vais devoir quitter mon travail. Ce jeu est ce que pokémon devrait être avec en plus un scénario à la pokémon. Si pokémon compagnie en prend exemple pour faire un jeu pokémon du même style mais avec en plus la composante jeu de rôle, ils vont faire un carton.Par contre c'est chronophage, attention lol"
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,17/20,sefio,"Bien que je ne prévoie pas rédiger un roman, je tiens à vous dire dès à présent que pour tirer pleinement profit de ce jeu, il serait judicieux de....vous mettre au chomage. Les nombreuses activités disponibles dans Palworld rendent difficile la simple idée de s'y adonner pendant une ""petite"" session. De plus, bien que le jeu soit encore en accès anticipé, il dévoile déjà un potentiel colossal. Le mode multijoueur est stable, et à ma grande surprise, je n'ai rencontré aucun bug, une rareté pour un jeu en accès anticipé. L'année 2024 commence de manière très prometteuse avec ce jeu exceptionnel."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,16/20,lightfoxz,"Beaucoup moins de grind que Ark, beaucoup plus de fun que Pokémon, et évidemment il manque quelques trucs, mais c'est de l'early access qui mettra un an à être peaufiné."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,16/20,cloudsxm,"L'année 2024 commence en beauté pour les fans de survival rpg en coopération!En effet si vous êtes vous aussi adepte de ce genre de franchise laissez-vous tenter. Un compromis moins exigeant et chronophage qu'Ark mais rafraîchissant avec son gameplay inspiré de Pokemon.C'est beau!! Dynamique et convivial on se lance à corps perdu dans l'exploration sans pouvoir s'arrêter, une statuette de Lifmunk par-ci, un nouveau Pal à choper par là,  un donjon, un boss, on n'arrête pas le c*l vissé sur sa monture. La construction de base est au rendez-vous, avec la mise à contribution de vos captures. Il faudra braconner pas mal de petits potes pour atteindre vos objectifs.La progression est intuitive, ce qui en fait un bon jeu pour les casuals tout en proposant une durée de vie raisonnable pour un jeux en accès anticipé. Les joueurs les plus aguerris y trouveront sûrement un jeux sans pression, colorés et fun, ça change et ça détend!Côté bugs serveur, ça va pour ma part par contre je joue avec mon mon compère sur un serveur dédié qu'on s'est monté pour l'occasion. Le serveur est vite monté en RAM dès que nos différents camps sont montés en nombre de Pals, à certains moment on a subi des crashs (32Gb RAM seront pas de trop pour être tranquille côté serveur). Le multijoueur officiel est victime du succès du jeux, il faudra attendre des optimisations et plus de serveurs pour un confort de jeu.Côté bug in game, les problèmes les plus pénibles restent les problèmes de collision, votre perso peut vite se retrouver sous la map et sans monture volante ça peut vite mal tourner... On notera aussi un path-finding hasardeux des Pals dans les bases qui rend le travail de ces derniers par moment pénible à mettre en ouevre. J'espère que tout ça s'améliore.Au final un bon jeux qui fait plaisir pour commencer l'année, j'espère qu'il va s'étoffer."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,16/20,kain77560,"La bonne surprise du début d'année 2024, il copie le genre de plusieurs jeux, comme beaucoup de jeux de survie, il ne révolution rien, le Game désigne des monstres ressemblent à ceux de Pokémon, mais alors, le tout reste assumé, il est encore en early accès, un mot que beaucoup ne connaisse pas, surtout au vu des notes et des critiques. Il va beaucoup progresser, comme ark au tout début. Mais franchement comme certains, car il y a pas mal de serveur privé et public, donc il plait. Je dirai que l'ajout de mode via nexus et la communauté apporte beaucoup. Mais je retiens le plus important quoi que certaines personnes pourraient dire, je m'amuse bien dessus, et pour moi, c'est le plus important pour un jeu vidéo (une notion que beaucoup les joueurs ont oublié)."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,15/20,Noh834,"bonne expérience, pas mal de choses intéressante, à soutenir pour l’avenir, montre que même des illustres inconnue arrivent à faire des choses meilleurs que des personnes comme GameFreaks qui nous prennent clairement pour des jambons depuis des années. ça ressemble certes beaucoup à Pokémon, mais ça le dépasse sur certains point. Cependant, il y a quelques bugs d'affichage, ça manque de vie, il faut ajouté du contenue au fur et à mesure, Plus de PNJ, des boutiques fixes, et un sens au jeu, comme par exemple des duels comme sur Pokémon. Je le recommande, c'est un bon jeu pour jouer entre potes"
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,14/20,padu59_,"Palworld, c'est un jeu fun. Si je devais le résumer c'est un mélange plus ou moins réussi de POKEMON, ARK et BOTW,  Le jeu est super jouissif et bien sur en coop c'est encore mieux. Trahison, jalousie, compet pour celui qui aura les meilleurs pals, peu de jeux ont une aussi bonne coop. A part ca; le jeu est un peu beau (si on le compare à un pokemon), le systeme de craft est cool plus tu avances plus c'est long mais plus tu as des meilleurs pals pour t'aider.Le jeu c'est un cercle vicieux, tu cherches a debloquer un item, pour ca tu dois exp donc tu captures des pals, ensuite tu le debloques, un peu de farm, tu dois attraper un pal spécifque pour craft etc . Très bonne boucle de gameplay meme si au bout de 50 niveaux ca commence à etre repetitif.Malheureusement le jeu reste rempli de bugs certains biens relous comme les pals qui se  bloquent dans le sol.... La construction c'est un enfer, dommage pour un jeu centré autour de ta base. Le jeu est aussi certes bourré de contenu mais trop long à partir des lvl 25 pour gagner un niveau il faut parfois plusieurs heures. A coté de ça, on a une map gigantesque en open world mais elle est profondément vide. A part quelques pals par ci par là et un vendeur de temps en temps. On passe son temps à courir sur notre monture pour explorer, mais l'exploration est vraiment nulle. Petit point fun : la chasse aux œufs entre potes c'est vraiment cool, la surprise : quel pal je vais avoir ca me rappelle les Kinder.Pour conclure, je dirais que PALWORLD c'est une jeu prometteur, je rappelle, il va y'avoir bcp de MAJ avt la sortie officielle et j'espere que les devs (cela dit en passant c'est gg de sortir un jeu comme ca pour une petite équipe indé) amélioreront ce qui est déjà bon et rajouteront un max de choses."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,8/20,yovaj,"Clone de Ark version mobile, et sans aucun effort ni d'esthétique ( assets de base unreal engine, avec des textures floues ... ), ni de DA ( copié collé de ""pokemons"" ( insérer n'importe quel jeu similaire de capture de monstres ) ou l'on dirait vraiment que c'est réalisé par une IA, interface catastrophique atm, bande son ... laquelle ?Et le gameplay est meeeehhh comme un jeu de survie tout ce qu'il y a de plus basique ( pas de serveur en local atm par ailleurs ... )Bon alors je veux bien entendre que c'est la formule de jeu que l'on aimerai bien avoir en version travaillée, mais cet early access est actuellement mauvais, le jeu à 10 ans de retard sur le genre bien largement."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,7/20,bae_predator,Les gens adorent le fast food.Les standards de qualité sont devenus tellement bas que les gens laissent passer une quantité affligeante de quenelles à n'en plus finir.Ce jeu est un survival comblant les fantasmes des joueurs en permettant de enfin faire ce que l'on veut des créatures que l'on capture.la boucle de gameplay est simple et efficace. Le monde coloré et d'une technique déplorable. Ne parlons pas de l'ia.Sur médiatisé et surcoté comme un memcoin en crypto-monnaie. Une hype tellement injustifiée.
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,6/20,Aoris,"Le monde du gaming devient vraiment n'importe quoi. Le premier avis lecteur au moment où j'écris note ce jeu 19/20 en parlant d'un ""Pokémon like"" alors qu'on parle d'un jeu de survie copié sur Ark.Pokémon c'est une saga de JRPG au tour par tour. Dire de Palworld que c'est un ""Pokémon like"" c'est comme dire qu'un RPG où on jouerai un perso qui a la tête de Lara Craft serait un ""Tomb Raider like"".La seule différence avec Ark et le seul rapport avec les jeux Pokémon c'est le design des monstres mais rien dans le game design ne réuni ces jeux.Ca me fait penser à ces vidéo Youtube où des gens importent les modèles 3D d'un jeu sous Unreal Engine ou Unity, importent quelques animations et font des vidéos où ils prétendent avoir ""refait x jeu en 24h"" comme si les modèles 3D faisaient l'essence d'un jeu plutôt que leur structure ou leur gameplay plutôt que d'être simplement des oeuvres protégées par le droit sur la propriété intellectuelle (contraire au game design qui lui peut être copié).Il existe un paquet de mods pour Ark, depuis des années, pour faire EXACTEMENT (et plus) ce que propose Palword avec, pour le coup, de vrais Pokémons et personne n'a prétendu que c'était un Pokémon like ou un concurrent aux jeux de la saga Pokémon.Bref si vous aimez ce style de jeu de survie, jouez à Ark, c'est plus beau, moins buggé, plus complet et si vraiment ça vous fait tripper de jouer avec Pokémons au lieu des dinosaures, bah installez des mods pour jouer avec de vrais Pokémons sur Ark, ce sera toujours meilleur que ce machin qui mélange des contrefaçons."
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,5/20,Alex3112,"Symptomatique de la bêtise des dernières générations de joueurs.Les gens qui encensent le plus ce jeu de craft/survie avec des mécaniques d'une pauvreté à faire honte aux plus mauvais jeux de craft/survie sortis ses 15 dernières années sont majoritairement des gens qui critiquent les jeux Pokémon sortis ces dernières années parce que ""c'est plus comme les anciens"" tout en, ironiquement, chantant les louanges d'un jeu qui n'est absolument pas un RPG au tour par tour avec une histoire, une progression au sein d'une ligue, des rencontres de personnages, etc. mais un clone wish de Ark Survival Evolved avec en lieu et place des dinosaures, des bestioles au design pompé sur ceux des Pokémon (seul point commun avec les jeux Pokémon parce que je ne rappelle pas avoir passé 200h à casser des cailloux et taper dans des troncs d'arbres pour fabriquer mon champs de navet sur aucun des jeux Pokémon les plus appréciés de la saga)Les devs sont parfaitement conscients, contrairement à ce qu'ils affirment, d'avoir très clairement mis des Pokémons (légères déguisés pour des raisons juridiques) dans leur jeux pour le vendre.D'abord soyons honnêtes, si on enlève le design Pokémon des bestioles et qu'on les remplace par des robots, des animaux ou des farfadet et des diablotins, qu'est-ce qu'il reste à part Ark en moins beau, plus vide et moins bien produit?Mais surtout, il n'en sont pas à leur coup d'essai, j'invite le lecteur de cette critique à jeter un oeil aux trailers de leur précédent jeu Craftopia, allant jusqu'à copier jusque dans les trailers des séquences des cinématiques de Breath of the wild.Palworld c'est juste Craftopia avec des Pokémon à la place des animaux qu'on pouvait aussi capturer et faire combattre via des ""pas pokéball"" dans Craftopia.Mais Craftopia n'a pas marché parce que les gens les accusaient, à raison, de se contenter de copier différents jeux sans y apporter quoi que ce soit mais aujourd'hui, parce que la presse vidéoludique et les influenceurs n'ont pas de vrais sorties à exploiter pour faire des vues, parce que ces personnes vendent ce jeu comme une révolution pour justifier leurs 50 articles ou 50 vidéos youtube par jour, les joueurs moutons se jettent dessus et se sentent justiciers en défendant des voleurs adeptes de la contrefaçon pour faire trembler le méchant géant Nintendo.On nous a fait le même coup y a même pas un mois avec Lego Fortnite, le ""minecraft killer"", record de connexions simultanées et tout, un mois plus tard y a plus personne dessus.Bref Palword c'est pas ""Pokemon avec des flingues"" comme la presse et les influenceurs vous l'ont rabâché, c'est ""Ark version jeu mobile avec des faux Pokémon à la place des dinos"""
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=2,4/20,chocobo1711,"Palworld est aux JV ce que Macdo est a la restauration. Le jeu exploite des mécaniques qui marchent sans rien révolutionner ni apporter une touche personnelle et les joueurs tombent dans le panneau. On a juste un Pokémon X ArK X Minecraft. Et pourtant qu’est ce que c’est pauvre comme boucle de Gameplay.J’ai tenu 10 heures, puis je suis retourné sur de vrais jeux afin de capitaliser au mieux mon temps, déjà limité. Le jeu se vend juste car « Pokemon avec des flingues ». Et oui c’est addictif, mais c’est de la mauvaise addiction. Et si je dois citer un autre jeu qui était dans le même schéma de sortie, Hades, c’est le jour et la nuit, dans ce jeu chaque Run était récompensé par des dialogues uniques et le jeu proposait un gameplay savoureux.Bref, PW est une imposture."
Palworld,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=3,1/20,gweilo111,"étant sur xbox je tourne avec une version wish injouable, trop de crash (1 toutes les 5-10 minutes en exploration, dans les donjons j'en parle même pas et des que je vais dans les zones désert volcan ou montagne je suis sur de crash.) sans parler des bug de textures... Le jeux a beau être en early acces, cela n'excuse pas le fait que ce soit injouable.je monterais ma note quand il sera devenu jouable car mine de rien il est assez sympas comme jeux"
,https://www.jeuxvideo.com/jeux/pc/jeu-1417171/avis/note/?p=3,0/20,TheLastOfJV23,"Moralité dégueulasse. Et non les jeux ne sont pas que des jeux, surtout quand on incarne un personnage qui donne des coups de poings gratuits à des créatures et encore quand il ne les ""flingue"" pas.... Jeu pour les enfants ayant envie de se défouler. GTA version Pokémon. Sans oublier la copie honteuse de certains Pokémons.... ça mérite un 0."
Palworld,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,20/20,amyrose75,"Des gens vont le noter sans y jouer... Ce jeu est bien meilleur qu'un Pokémon... Et en cherchant bien il coûte 1 euro symbolique qui fonctionne sur Xbox One, Series et PC (j'en ai même acheté 2 pour offrir) vu que je l'ai déjà sur Steam. Des gens vont même pas tester et vont mal noter. J'ai joué quelques heures et c'est une tuerie. Pouvoir créer son perso, créer son monde, choisir si les gens peuvent venir, les inviter etc. Capturer des animaux, construire et upgrader tout. Le gameplay est excellent, il y a une barre d'endurance et lorsqu'on court ou l'on saute, la barre diminue. Il y a une impression de liberté à monde ouvert, on peu nager. Taper des poules comme dans un Zelda, les poules vont se rebeller. Lorsqu'on a un animal avec un pistolet, qu'il peut voler et qu'on le chevauche, c'est extraordinaire par contre vaut mieux pas mourir sinon on perd tout. Ce qui est génial, c'est que l'on peut choisir où apparaitre sur la map, histoire de ne pas s'ennuyer toujours dans le même endroit et on trouve des lieux pour se téléporter, si on visiter 2 endroits différents, ça évite de longtemps courir ou nager... Je mets 20 pour ceux qui mettent une note faible et qui ne peuvent même pas y jouer en 4K70 en ultra."
,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,20/20,Braquesony,Juste pour contrer les mononeurones Sony  bien connus du site qui ont grave le seum de pas pouvoir y jouer et qui mettent des âneries en avis alors que le jeu est en EARLY ACCESS et qu’en plus il n’y ont jamais joué vu que pas la machine pourContinuez de rager
,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,20/20,MangaFreak17,Un des meilleurs jeux sortis ces dernières années ! Un jeu de survie à la Pokémon mélanger avec du ark et il est franchement sympa je vous le recommande 👍
,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,20/20,lebairo371,"C'est du plagiat a 100 % mais c'est assumé, il est fais pour devenir le pokemon officiel, l'autre ne vaut plus rien laissez tomber et jouez a palworld qui est le pokemon qui aurais du étre."
,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,19/20,Anthony1221,bonjour à tous ils génial j'adore beaucoup de chose à faire il faut penser à plein de chose en même temps j'adore ils a quand même un défaut c'est qu'ils ni à pas de tuto dans le jeux là prise en main est plutôt facile se jeux est un parfait mélange entre un jeux pokemon est un jeux de survie ils à une bonne dose de difficulté aucun combat ne de être pria la légère surtout au début franchement pour moi le jeux est une pépite
,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,18/20,kirua15,"Honnêtement au début je pensais que ce jeux n'allait pas me plaire de part son aspect survival mais vraiment après quelques heures de jeux je peux vous dire que Palworld est un goty dans son domaine. Vraiment l'ambiance est très cool, les pal sont des créatures bien faites. Je mets un bon 18, les 2 points manquants c'est parce que je trouve que la personnalisation du perso (au début de la création) est très limités."
,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,18/20,Spautsi53,Que dire j'ai jouer 5h et en vérité c pas mal du tout bon sa ressemble a certain jeux en premier pokémon après dragon quouest build et un peut de Zelda et peut être dotre jeux bas finalement pokeworld a tous compris il fallait un jeux qui mélange a certain jeux pour en faire un jeux une tuerie et c bien pour sa que des millions joueur y joue bravo
,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,17/20,Sh3rpa,Ça fait longtemps que je m'étais pas amusé autant sur un jeu. C'est une bouffée d'air frais. C'est une évolution intéressante de pokemon et le jeu étant en early accès je ne doute pas qu'il va encore s'améliorer.
,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,17/20,debslunique,"beau graphisme (a la xenoblade chronicle) et grande Map. Originalité malgré les polémiques. Je vois dans ce jeu, l'inspiration de développeur passionné, de multiples références qui créent quelque chose d'unique.Il vous faut vous Nourrir, vous chauffer, vous loger, et là on a déjà plein de choses à voir. Puis vient l'exploration, la Map est vraiment géante. Le gameplay est assez bien fait. Si nous devons mettre un point négatif c'est sans aucun doute le manque de personnalisation de la ""tunique"". Mais attention cet Avis n'est pas assez objectif, mon level est encore Bas, peu d'heure de jeux et en plus, nous n'avons accès qu'à la Beta (qui est déjà FOLLE) et j'ai encore plein de choses a découvrir..."
,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,17/20,GS_Nastuko,"Défouloir ! Magique ! Satisfaction ! Méditation !Bref, ce jeu bien que ce soit un concept très simple et visiblement inspiré de beaucoup de grand titres, il s'avère être le jeu que beaucoup attendaient voir sur le marché.Je ne sais pas à combien d'heure je suis sur XBOX, mais c'est d'un amusement sans nomOn peut craft, construire sa base, améliorer ses ""Pal"" (Pets), on peut marchander, explorer, bref, tout pour nous faire sentir bien, le concept est tellement simple mais à la fois complexe qu'il fini par faire un beau carton et il le mérite amplement.Amusement garantie à 95% !Histoire à 5%... Mais c'est TELLEMENT Mieux comme ça !"
,https://www.jeuxvideo.com/jeux/xbox-series/jeu-1843411/avis/note/?p=1,16/20,Mika-117,"Un sympathique jeu qui fait énormément penser à Pokémon avec des armes à feu en plus ainsi qu'un côté Fortnite. Le jeu est joli visuellement avec une belle direction artistique, le gameplay est bon et la durée de vie est très longue avec environ 30 heures de jeu rien que pour terminer la quête principale. Et pour terminer sur une très bonne chose, le jeu est disponible dans le Xbox Game Pass."
